SHT1A1	Complement component C3	2430	7740	140	5804	5841	1483	42	43	10	100	100	0	881	852	235	150	152	25	98	98	0	7.882	8.261	7.873	8.955	1.596	8.475	0.855	156	1130	6493	6501	2.979	5762	731	5799	702	0
NPT-1	Neomycin phosphotransferase	2430	8130	140	2010	2002	293	41	42	11	100	100	0	657	652	99	147	147	24	100	100	0	3.861	3.883	3.936	3.911	1.363	4.083	0.875	156	1130	2479	2466	1.949	1969	510	1961	505	0
TGF-l1	Translation elongation factor 1-d	2430	8520	140	1238	2254	2026	41	42	11	100	100	0	405	576	373	140	141	23	100	98	0	4.517	5.076	4.809	4.851	1.453	5.509	0.91	156	1130	1462	2649	2.175	1197	265	2213	436	0
H70-g1	HSP-70	2440	8930	140	2469	2212	913	41	42	10	100	100	0	808	781	257	138	139	23	100	100	0	3.624	3.376	3.395	3.33	1.336	3.51	0.933	156	1140	3098	2814	1.858	2428	670	2171	643	0
G45-l1	40S Ribosomal protein S26	2430	9330	150	55	73	43	41	42	10	60	41	0	155	157	27	138	139	23	40	16	0	0.824	1.684	1.219	1.009	3.763	1.039	0.093	156	1272	31	51	-0.28	14	17	32	19	-50
CAT-l1	Unknown aj409363	2440	9730	140	232	352	259	40	41	10	100	100	0	263	302	107	137	138	22	99	94	0	1.524	1.891	1.729	1.639	1.776	2.217	0.811	156	1140	318	477	0.608	192	126	312	165	0
SRC-o2	Unknown aj310516	2430	10110	130	590	689	333	40	41	10	100	100	0	383	416	130	137	137	22	100	100	0	2.236	2.326	2.264	2.269	1.364	2.457	0.879	120	940	796	928	1.161	550	246	649	279	0
H27-l3	Chromosome condensation protein	2430	10520	150	141	232	214	40	41	10	93	88	0	213	231	72	137	138	23	91	72	0	1.329	2.043	1.863	1.578	3.085	2.818	0.573	156	1272	177	286	0.41	101	76	192	94	0
FYN-l4	c-fyn	2430	10940	140	986	1095	496	40	41	10	99	99	0	605	659	234	137	138	23	100	100	0	2.021	2.021	2.043	1.916	1.643	2.092	0.932	156	1130	1414	1577	1.015	946	468	1055	522	0
ALAS-o26	NADP-menadione oxidoreductase	2430	11350	140	478	471	124	40	41	10	100	100	0	302	300	64	137	139	22	97	93	0	2.655	2.644	2.593	2.843	1.616	2.719	0.818	156	1104	603	594	1.408	438	165	431	163	0
SHT1A1	Complement component C3	2830	7740	150	5940	5983	1322	42	43	11	100	100	0	879	893	184	148	149	24	100	100	0	8.068	7.974	8.084	7.982	1.367	8.404	0.879	156	1272	6629	6686	3.012	5898	731	5941	745	0
NPT-1	Neomycin phosphotransferase	2840	8120	140	2103	2085	344	41	43	10	100	100	0	675	666	107	146	147	24	100	100	0	3.898	3.931	3.971	3.967	1.291	4.122	0.873	156	1140	2591	2564	1.963	2062	529	2044	520	0
TGF-l1	Translation elongation factor 1-d	2840	8530	140	4791	4857	1370	41	42	10	100	100	0	1046	1025	266	139	140	23	100	100	0	5.237	5.436	5.371	5.576	1.385	5.657	0.913	156	1140	5657	5702	2.389	4750	907	4816	886	0
H70-g1	HSP-70	2840	8930	140	2610	2354	811	41	43	20	100	100	0	866	806	261	138	139	23	100	99	0	3.529	3.463	3.425	3.616	1.36	3.486	0.94	156	1140	3297	2981	1.819	2569	728	2313	668	0
G45-l1	40S Ribosomal protein S26	2840	9350	90	144	135	58	42	43	11	92	84	0	173	170	29	138	139	25	63	25	0	2.914	2.906	2.395	2.296	2.852	3.012	0.131	52	420	137	125	1.543	102	35	93	32	0
