SHT1A1	Complement component C3	2420	7560	130	3125	2968	906	36	36	9	100	100	0	1616	1587	562	87	89	18	100	100	0	2.02	1.955	1.995	2.004	1.255	1.938	0.943	120	930	4618	4432	1.015	3089	1529	2932	1500	0
NPT-1	Neomycin phosphotransferase	2430	7940	120	427	421	189	35	35	9	100	98	0	386	404	161	88	89	18	100	100	0	1.315	1.222	1.25	1.141	1.735	1.232	0.848	120	820	690	702	0.396	392	298	386	316	0
TGF-l1	Translation elongation factor 1-d	2420	8340	120	729	1097	1213	34	35	9	99	99	0	443	634	563	85	86	18	100	100	0	1.941	1.936	1.668	1.56	2.009	2.21	0.818	120	810	1053	1612	0.957	695	358	1063	549	0
H70-g1	HSP-70	2450	8750	130	687	782	444	34	35	9	100	100	0	668	733	391	88	89	18	100	99	0	1.126	1.16	1.186	1.176	1.392	1.159	0.938	120	940	1233	1393	0.171	653	580	748	645	0
G45-l1	40S Ribosomal protein S26	2420	9140	150	38	42	23	34	35	10	26	11	0	103	111	36	87	88	17	48	26	0	0.25	0.333	0.412	0.414	4.009	0.294	0.14	156	1262	20	32	-2	4	16	8	24	-50
CAT-l1	Unknown aj409363	2440	9550	120	101	142	106	34	35	9	98	95	0	233	267	127	88	88	16	100	100	0	0.462	0.603	0.531	0.495	1.902	0.67	0.759	120	820	212	287	-1.114	67	145	108	179	0
SRC-o2	Unknown aj310516	2420	9940	120	190	244	155	34	34	9	99	99	0	307	357	180	88	89	17	100	99	0	0.712	0.781	0.811	0.737	1.635	0.799	0.843	120	810	375	479	-0.489	156	219	210	269	0
H27-l3	Chromosome condensation protein	2430	10340	130	60	87	92	34	34	9	80	63	0	173	199	93	88	89	17	98	95	0	0.306	0.477	0.367	0.364	3.238	0.663	0.479	120	940	111	164	-1.709	26	85	53	111	0
FYN-l4	c-fyn	2380	10710	120	444	478	238	34	34	9	100	100	0	587	649	295	89	90	19	100	100	0	0.823	0.793	0.786	0.76	1.472	0.791	0.93	120	732	908	1004	-0.281	410	498	444	560	0
ALAS-o26	NADP-menadione oxidoreductase	2430	11150	120	217	211	60	34	35	10	100	100	0	282	281	71	88	90	17	100	100	0	0.943	0.917	0.933	0.923	1.368	0.899	0.871	120	810	377	370	-0.084	183	194	177	193	0
SHT1A1	Complement component C3	2860	7560	130	3117	2901	895	35	36	9	100	100	0	1664	1602	636	88	88	17	100	100	0	1.956	1.893	1.891	2.033	1.502	1.843	0.924	120	940	4658	4380	0.968	3082	1576	2866	1514	0
NPT-1	Neomycin phosphotransferase	2830	7940	120	391	387	192	35	36	10	96	95	0	388	402	150	86	88	18	100	100	0	1.179	1.114	1.11	0.989	1.999	1.198	0.797	120	820	658	668	0.237	356	302	352	316	0
