SHT1A1	Complement component C3	2450	7980	150	45	45	11	39	40	10	30	7	0	135	135	21	120	122	21	34	8	0	0.4	0.4	0.607	0.616	3.339	0.003	0	156	1272	21	21	-1.322	6	15	6	15	-50
NPT-1	Neomycin phosphotransferase	2450	8390	170	94	96	32	39	40	9	92	88	0	162	162	24	111	111	20	88	64	0	1.078	1.118	1.111	1.071	2.264	0.941	0.311	208	1660	106	108	0.109	55	51	57	51	0
TGF-l1	Translation elongation factor 1-d	2450	8790	140	558	1163	1257	41	41	10	100	100	0	260	386	279	106	107	19	100	98	0	3.357	4.007	3.272	3.464	1.702	4.752	0.807	156	1130	671	1402	1.747	517	154	1122	280	0
H70-g1	HSP-70	2450	9190	150	778	767	355	41	41	10	100	100	0	366	366	113	108	108	19	99	99	0	2.857	2.814	2.774	2.73	1.394	3.009	0.888	156	1272	995	984	1.514	737	258	726	258	0
G45-l1	40S Ribosomal protein S26	2450	9580	150	47	54	27	40	40	9	41	25	0	124	124	21	106	107	19	45	12	0	0.389	0.778	0.74	0.701	3.717	0.349	0.055	156	1272	25	32	-1.363	7	18	14	18	-50
CAT-l1	Unknown aj409363	2430	9990	130	119	172	124	39	40	10	100	97	0	188	195	50	105	106	19	94	85	0	0.964	1.478	1.145	1.201	2.117	2.038	0.491	120	914	163	223	-0.053	80	83	133	90	0
SRC-o2	Unknown aj310516	2460	10360	150	150	199	115	40	41	10	98	96	0	229	238	63	105	105	19	99	98	0	0.887	1.195	0.973	0.992	1.759	1.392	0.699	156	1272	234	292	-0.173	110	124	159	133	0
H27-l3	Chromosome condensation protein	2430	10790	150	57	76	50	40	41	9	68	46	0	150	155	38	104	105	19	80	55	0	0.37	0.706	0.637	0.543	3.447	0.705	0.181	156	1246	63	87	-1.436	17	46	36	51	0
FYN-l4	c-fyn	2450	11200	150	281	289	86	40	41	10	100	100	0	306	310	72	105	106	20	100	100	0	1.199	1.215	1.203	1.215	1.374	1.231	0.843	156	1272	442	454	0.262	241	201	249	205	0
ALAS-o26	NADP-menadione oxidoreductase	2430	11590	150	132	132	33	40	41	10	99	98	0	160	164	28	104	105	19	93	80	0	1.643	1.533	1.491	1.6	1.829	1.477	0.464	156	1246	148	152	0.716	92	56	92	60	0
SHT1A1	Complement component C3	2850	7980	150	42	41	9	39	40	10	20	1	0	134	135	22	121	123	20	35	12	0	0.231	0.143	0.429	0.447	3.41	54.363	0.001	156	1272	16	16	-2.115	3	13	2	14	-50
NPT-1	Neomycin phosphotransferase	2860	8390	160	108	131	84	40	40	10	92	87	0	168	170	33	111	111	19	89	75	0	1.193	1.542	1.4	1.277	2.879	2.516	0.273	208	1512	125	150	0.255	68	57	91	59	0
TGF-l1	Translation elongation factor 1-d	2880	8780	130	1993	2019	344	43	53	71	100	100	0	534	537	105	110	115	34	100	99	0	4.599	4.628	4.536	4.745	1.389	4.917	0.849	120	940	2374	2403	2.201	1950	424	1976	427	0
H70-g1	HSP-70	2850	9200	140	800	794	326	41	42	11	100	100	0	387	390	108	106	107	19	100	100	0	2.701	2.651	2.579	2.553	1.402	2.875	0.88	156	1140	1040	1037	1.434	759	281	753	284	0
G45-l1	40S Ribosomal protein S26	2850	9580	150	46	58	35	40	41	10	37	27	0	124	126	24	103	104	18	53	26	0	0.286	0.783	0.744	0.631	3.748	0.72	0.073	156	1272	27	41	-1.807	6	21	18	23	-50
CAT-l1	Unknown aj409363	2840	9990	140	101	153	118	41	41	10	92	89	0	179	196	55	103	104	19	96	88	0	0.789	1.204	1.018	0.862	2.532	1.697	0.593	156	1140	136	205	-0.341	60	76	112	93	0
SRC-o2	Unknown aj310516	2850	10360	140	167	198	113	40	40	10	99	95	0	242	245	60	102	103	19	100	98	0	0.907	1.105	1.048	0.901	1.888	1.345	0.709	156	1140	267	301	-0.141	127	140	158	143	0
H27-l3	Chromosome condensation protein	2830	10780	150	62	89	75	40	41	9	71	55	0	158	163	37	105	105	18	89	69	0	0.415	0.845	0.564	0.585	3.713	1.516	0.147	156	1272	75	107	-1.268	22	53	49	58	0
FYN-l4	c-fyn	2850	11190	140	320	310	111	39	40	9	100	99	0	331	330	85	104	105	19	100	99	0	1.238	1.199	1.217	1.16	1.471	1.238	0.873	156	1140	508	497	0.308	281	227	271	226	0
ALAS-o26	NADP-menadione oxidoreductase	2840	11610	140	123	123	32	40	41	10	99	96	0	163	165	28	104	116	334	0	0	0	1.407	1.361	1.37	1.394	1.871	1.342	0.45	156	1114	142	144	0.492	83	59	83	61	0
SHT1A1	Complement component C3	3250	7980	150	43	43	11	39	41	10	28	7	0	131	133	20	119	120	20	33	9	0	0.333	0.286	0.569	0.555	3.836	0.046	0.005	156	1272	16	18	-1.585	4	12	4	14	-50
NPT-1	Neomycin phosphotransferase	3250	8380	160	105	115	47	40	40	10	94	92	0	162	163	26	111	121	306	0	0	0	1.275	1.442	1.267	1.296	2.431	1.703	0.297	208	1512	116	127	0.35	65	51	75	52	0
TGF-l1	Translation elongation factor 1-d	3270	8790	140	1814	1816	426	41	55	305	98	98	0	497	497	128	107	120	352	66	0	0	4.546	4.551	4.606	4.759	1.422	5.415	0.742	156	1140	2163	2165	2.185	1773	390	1775	390	0
H70-g1	HSP-70	3270	9190	140	809	801	309	41	42	10	100	100	0	382	382	88	106	107	19	100	100	0	2.783	2.754	2.692	2.605	1.444	3.071	0.858	156	1140	1044	1036	1.476	768	276	760	276	0
G45-l1	40S Ribosomal protein S26	3250	9580	150	44	49	19	40	41	10	32	16	0	118	117	21	104	106	20	35	7	0	0.286	0.692	0.464	0.531	3.96	0.308	0.052	156	1272	18	22	-1.807	4	14	9	13	-50
CAT-l1	Unknown aj409363	3250	9990	150	97	146	104	40	40	10	94	87	0	184	188	42	103	104	18	97	87	0	0.704	1.247	1.111	0.893	2.843	1.859	0.448	156	1272	138	191	-0.507	57	81	106	85	0
SRC-o2	Unknown aj310516	3250	10360	130	196	216	106	41	42	11	100	97	0	238	248	59	104	105	18	100	100	0	1.157	1.215	1.118	1.05	1.774	1.369	0.673	120	940	289	319	0.21	155	134	175	144	0
H27-l3	Chromosome condensation protein	3250	10790	150	61	81	52	40	41	10	69	50	0	159	161	34	105	108	21	83	64	0	0.389	0.732	0.65	0.567	3.801	0.727	0.148	156	1272	75	97	-1.363	21	54	41	56	0
