SHT1A1	Complement component C3	2430	7610	130	1848	1828	669	41	41	9	100	100	0	1689	1625	579	104	105	19	100	100	0	1.14	1.175	1.156	1.201	1.285	1.173	0.945	120	940	3392	3308	0.189	1807	1585	1787	1521	0
NPT-1	Neomycin phosphotransferase	2420	8000	130	372	399	267	40	41	10	97	95	0	349	397	176	105	106	18	100	100	0	1.361	1.229	1.218	1.051	2.002	1.373	0.82	120	930	576	651	0.444	332	244	359	292	0
TGF-l1	Translation elongation factor 1-d	2430	8410	120	456	649	689	40	41	9	100	100	0	522	734	680	105	105	18	100	100	0	0.998	0.968	0.899	0.904	1.544	0.998	0.848	120	820	833	1238	-0.003	416	417	609	629	0
H70-g1	HSP-70	2440	8820	120	611	709	449	40	41	10	100	100	0	685	758	407	106	106	18	100	100	0	0.986	1.026	1.016	1.001	1.31	1.056	0.926	120	820	1150	1321	-0.02	571	579	669	652	0
G45-l1	40S Ribosomal protein S26	2430	9200	150	41	45	20	40	41	9	25	9	0	120	130	53	104	105	19	45	21	0	0.063	0.192	0.362	0.415	3.573	0.19	0.183	156	1272	17	31	-4	1	16	5	26	-50
CAT-l1	Unknown aj409363	2450	9610	120	132	178	137	40	40	9	91	87	0	255	298	125	103	104	18	100	99	0	0.605	0.708	0.666	0.523	2.589	0.851	0.787	120	820	244	333	-0.724	92	152	138	195	0
SRC-o2	Unknown aj310516	2430	10000	120	204	259	183	38	40	9	99	98	0	338	387	172	103	104	18	100	100	0	0.706	0.778	0.711	0.64	1.794	0.871	0.852	120	820	401	505	-0.501	166	235	221	284	0
H27-l3	Chromosome condensation protein	2420	10390	130	62	102	129	38	39	9	75	55	0	205	248	134	104	105	18	97	91	0	0.238	0.444	0.267	0.268	3.56	0.674	0.481	120	930	125	208	-2.073	24	101	64	144	0
FYN-l4	c-fyn	2410	10810	130	564	604	338	39	39	9	100	100	0	665	714	346	105	106	18	100	100	0	0.938	0.928	0.945	0.891	1.469	0.941	0.942	120	914	1085	1174	-0.093	525	560	565	609	0
ALAS-o26	NADP-menadione oxidoreductase	2440	11230	120	262	255	83	39	40	9	100	100	0	325	320	92	106	107	19	100	99	0	1.018	1.009	1.049	1.045	1.443	0.99	0.845	120	796	442	430	0.026	223	219	216	214	0
SHT1A1	Complement component C3	2840	7620	130	2149	2078	713	40	42	10	100	100	0	1929	1826	661	104	105	18	100	100	0	1.156	1.184	1.17	1.232	1.31	1.166	0.951	120	940	3934	3760	0.209	2109	1825	2038	1722	0
NPT-1	Neomycin phosphotransferase	2800	8000	120	415	417	193	41	42	10	100	99	0	396	399	121	105	106	19	100	100	0	1.285	1.279	1.284	1.132	1.871	1.396	0.857	120	820	665	670	0.362	374	291	376	294	0
TGF-l1	Translation elongation factor 1-d	2850	8390	120	429	627	666	41	42	9	100	100	0	495	731	686	103	104	19	100	100	0	0.99	0.933	0.9	0.833	1.656	0.955	0.873	120	820	780	1214	-0.015	388	392	586	628	0
H70-g1	HSP-70	2810	8790	120	666	739	452	40	41	10	100	100	0	675	801	427	105	107	25	100	100	0	1.098	1.004	0.978	0.976	1.369	1.024	0.933	120	820	1196	1395	0.135	626	570	699	696	0
G45-l1	40S Ribosomal protein S26	2850	9230	80	48	56	33	40	41	10	44	28	0	130	158	75	106	109	20	51	38	0	0.333	0.308	0.33	0.347	3.617	0.289	0.378	52	340	32	68	-1.585	8	24	16	52	0
CAT-l1	Unknown aj409363	2870	9610	120	138	171	122	40	41	10	95	90	0	258	294	119	105	105	18	99	98	0	0.641	0.693	0.683	0.563	2.153	0.802	0.785	120	820	251	320	-0.643	98	153	131	189	0
SRC-o2	Unknown aj310516	2830	10000	120	211	256	173	38	39	9	100	98	0	348	393	186	105	105	18	100	100	0	0.712	0.757	0.702	0.668	1.714	0.812	0.879	120	820	416	506	-0.49	173	243	218	288	0
H27-l3	Chromosome condensation protein	2800	10400	140	53	73	59	40	40	9	62	41	0	190	208	82	104	105	18	91	83	0	0.151	0.317	0.288	0.253	3.162	0.409	0.409	156	1140	99	137	-2.726	13	86	33	104	0
FYN-l4	c-fyn	2820	10800	120	572	595	312	39	40	9	100	100	0	659	716	336	102	104	18	100	100	0	0.957	0.906	0.916	0.885	1.364	0.914	0.928	120	820	1090	1170	-0.064	533	557	556	614	0
ALAS-o26	NADP-menadione oxidoreductase	2840	11210	120	270	266	86	39	40	9	100	100	0	329	331	88	106	107	18	100	100	0	1.036	1.009	1.025	1.022	1.406	0.995	0.826	120	820	454	452	0.051	231	223	227	225	0
SHT1A1	Complement component C3	3240	7610	130	2171	2082	765	41	42	10	100	100	0	1979	1876	677	104	105	18	100	100	0	1.136	1.152	1.159	1.133	1.264	1.155	0.957	120	940	4005	3813	0.184	2130	1875	2041	1772	0
NPT-1	Neomycin phosphotransferase	3200	8000	120	411	407	188	41	42	10	99	98	0	394	410	151	105	106	18	100	100	0	1.28	1.2	1.241	1.109	1.685	1.243	0.83	120	820	659	671	0.356	370	289	366	305	0
TGF-l1	Translation elongation factor 1-d	3250	8390	120	457	718	836	41	42	10	99	99	0	534	784	768	105	106	20	100	100	0	0.97	0.997	0.911	0.884	1.675	1.063	0.844	120	820	845	1356	-0.044	416	429	677	679	0
H70-g1	HSP-70	3240	8810	120	629	729	445	39	40	9	100	100	0	662	793	420	104	105	18	100	100	0	1.057	1.001	0.976	0.968	1.329	1.024	0.935	120	820	1148	1379	0.08	590	558	690	689	0
G45-l1	40S Ribosomal protein S26	3240	9220	90	50	54	26	40	40	9	50	23	0	141	155	61	106	108	20	63	42	0	0.286	0.286	0.493	0.423	3.057	0.232	0.233	52	420	45	63	-1.807	10	35	14	49	0
CAT-l1	Unknown aj409363	3260	9610	120	128	170	129	40	41	10	97	92	0	249	288	125	105	106	18	99	98	0	0.611	0.71	0.649	0.562	2.171	0.827	0.789	120	820	232	313	-0.71	88	144	130	183	0
SRC-o2	Unknown aj310516	3190	9980	120	201	246	184	38	39	9	94	92	0	327	377	170	105	106	19	99	98	0	0.734	0.765	0.689	0.625	1.831	0.884	0.875	120	820	385	480	-0.446	163	222	208	272	0
H27-l3	Chromosome condensation protein	3220	10420	130	59	88	99	38	39	9	70	54	0	198	223	88	105	105	18	99	90	0	0.226	0.424	0.339	0.307	2.862	0.578	0.3	120	940	114	168	-2.147	21	93	50	118	0
FYN-l4	c-fyn	3240	10810	120	558	599	336	38	39	9	99	98	0	683	733	349	106	107	18	100	100	0	0.901	0.895	0.924	0.806	1.695	0.915	0.93	120	820	1097	1188	-0.15	520	577	561	627	0
ALAS-o26	NADP-menadione oxidoreductase	3250	11200	120	241	239	84	39	40	9	99	98	0	296	304	91	106	107	18	100	99	0	1.063	1.01	0.993	0.971	1.803	0.989	0.797	120	820	392	398	0.088	202	190	200	198	0
SHT1A1	Complement component C3	3640	7600	130	2223	2190	1131	41	42	10	100	100	0	1987	1947	767	106	106	18	100	100	0	1.16	1.167	1.147	1.145	1.228	1.243	0.911	120	930	4063	3990	0.214	2182	1881	2149	1841	0
NPT-1	Neomycin phosphotransferase	3610	8000	130	417	418	201	41	42	10	97	95	0	397	422	162	106	106	18	100	100	0	1.292	1.193	1.205	1.039	2.049	1.228	0.849	120	940	667	693	0.37	376	291	377	316	0
TGF-l1	Translation elongation factor 1-d	3650	8400	130	441	718	846	40	41	10	100	99	0	513	773	749	105	105	19	100	100	0	0.983	1.015	0.914	0.864	1.73	1.093	0.877	120	940	809	1346	-0.025	401	408	678	668	0
H70-g1	HSP-70	3650	8770	120	564	700	456	40	41	9	100	100	0	668	762	409	104	105	18	100	100	0	0.929	1.003	0.976	0.967	1.303	1.048	0.945	120	820	1088	1318	-0.106	524	564	660	658	0
G45-l1	40S Ribosomal protein S26	3630	9200	150	42	44	13	40	41	10	26	10	0	115	125	39	104	107	42	19	5	0	0.182	0.19	0.465	0.475	3.739	0.103	0.054	156	1272	13	25	-2.459	2	11	4	21	-50
CAT-l1	Unknown aj409363	3660	9600	130	133	167	113	39	40	9	96	93	0	260	294	117	106	109	63	96	63	0	0.61	0.681	0.644	0.577	2.321	0.75	0.72	120	940	248	316	-0.712	94	154	128	188	0
SRC-o2	Unknown aj310516	3620	10000	110	229	308	186	39	40	10	100	100	0	375	452	177	105	106	19	100	100	0	0.704	0.775	0.736	0.687	1.538	0.842	0.851	80	656	460	616	-0.507	190	270	269	347	0
H27-l3	Chromosome condensation protein	3650	10420	140	49	79	88	39	40	9	52	34	0	196	225	100	105	106	19	95	86	0	0.11	0.333	0.241	0.214	3.789	0.491	0.326	156	1140	101	160	-3.186	10	91	40	120	0
FYN-l4	c-fyn	3630	10820	120	575	598	324	38	40	9	100	100	0	651	709	340	105	106	18	100	100	0	0.984	0.927	0.942	0.9	1.323	0.933	0.935	120	820	1083	1164	-0.024	537	546	560	604	0
ALAS-o26	NADP-menadione oxidoreductase	3640	11200	130	242	255	121	39	39	9	100	99	0	302	308	91	104	105	18	100	100	0	1.025	1.059	1.019	1.013	1.404	1.125	0.87	120	940	401	420	0.036	203	198	216	204	0
SHT1A1	Complement component C3	4010	7610	130	2275	2139	810	41	42	12	100	100	0	1970	1913	575	106	108	24	100	100	0	1.198	1.161	1.154	1.12	1.272	1.2	0.96	120	940	4098	3905	0.261	2234	1864	2098	1807	0
NPT-1	Neomycin phosphotransferase	4030	8020	120	459	457	195	41	41	10	99	99	0	403	415	135	107	108	19	100	99	0	1.412	1.351	1.346	1.276	1.561	1.419	0.884	120	820	714	724	0.498	418	296	416	308	0
TGF-l1	Translation elongation factor 1-d	4060	8420	130	489	717	799	41	42	10	100	100	0	568	802	711	105	107	19	100	100	0	0.968	0.97	0.91	0.831	1.739	1.07	0.847	120	940	911	1373	-0.048	448	463	676	697	0
H70-g1	HSP-70	4040	8810	130	599	702	464	40	41	9	99	98	0	670	769	422	104	106	18	100	100	0	0.988	0.995	0.968	0.88	1.613	1.036	0.941	120	940	1125	1327	-0.018	559	566	662	665	0
G45-l1	40S Ribosomal protein S26	4020	9210	80	45	55	35	40	41	9	32	26	0	146	163	71	106	110	21	67	44	0	0.125	0.263	0.25	0.232	3.119	0.314	0.361	52	340	45	72	-3	5	40	15	57	0
CAT-l1	Unknown aj409363	4060	9600	120	141	179	130	39	40	9	99	99	0	258	297	118	105	106	18	100	99	0	0.667	0.729	0.735	0.618	1.89	0.858	0.771	120	820	255	332	-0.585	102	153	140	192	0
SRC-o2	Unknown aj310516	4030	10000	120	214	268	174	39	41	12	99	97	0	356	412	182	105	105	18	100	100	0	0.697	0.746	0.699	0.656	1.64	0.806	0.859	120	820	426	536	-0.52	175	251	229	307	0
H27-l3	Chromosome condensation protein	4040	10420	130	65	80	58	39	40	9	73	60	0	207	227	84	106	107	18	98	90	0	0.257	0.339	0.296	0.303	3.246	0.288	0.263	120	940	127	162	-1.958	26	101	41	121	0
FYN-l4	c-fyn	4040	10810	120	543	563	323	39	40	9	100	100	0	621	682	323	104	105	19	100	100	0	0.975	0.907	0.912	0.848	1.43	0.94	0.934	120	820	1021	1102	-0.037	504	517	524	578	0
ALAS-o26	NADP-menadione oxidoreductase	4040	11200	110	269	274	69	40	41	12	100	100	0	338	341	64	106	108	20	100	100	0	0.987	0.996	1.019	0.98	1.317	1.038	0.792	80	656	461	469	-0.019	229	232	234	235	0
SHT1A1	Complement component C3	4440	7610	130	2258	2209	728	41	42	9	100	100	0	2023	1987	722	105	107	19	100	100	0	1.156	1.152	1.154	1.154	1.253	1.138	0.928	120	940	4135	4050	0.209	2217	1918	2168	1882	0
NPT-1	Neomycin phosphotransferase	4400	8000	110	501	531	153	40	41	11	100	100	0	432	477	143	109	110	20	100	100	0	1.427	1.334	1.339	1.356	1.296	1.349	0.87	80	656	784	859	0.513	461	323	491	368	0
