SHT1A1	Complement component C3	2170	7500	120	1913	1775	660	45	45	14	100	100	0	1169	1108	450	137	139	28	99	99	0	1.81	1.782	1.819	1.959	1.623	1.768	0.884	120	820	2900	2701	0.856	1868	1032	1730	971	0
NPT-1	Neomycin phosphotransferase	2160	7900	110	531	748	497	43	43	14	100	100	0	328	390	171	131	132	28	100	100	0	2.477	2.722	2.588	2.693	1.7	3.301	0.622	80	648	685	964	1.309	488	197	705	259	0
TGF-l1	Translation elongation factor 1-d	2170	8290	110	795	1276	1167	43	43	15	100	100	0	427	573	408	128	130	28	100	100	0	2.515	2.771	2.611	2.668	1.685	3.253	0.702	80	656	1051	1678	1.331	752	299	1233	445	0
H70-g1	HSP-70	2190	8700	120	921	1004	669	43	43	14	100	98	0	548	597	366	128	128	27	93	90	0	2.09	2.049	2.16	2.347	1.806	2.015	0.884	120	820	1298	1430	1.064	878	420	961	469	0
G45-l1	40S Ribosomal protein S26	2160	9090	150	45	46	15	43	43	15	18	5	0	132	137	31	128	129	26	27	10	0	0.5	0.333	0.446	0.428	4.364	129.681	0	156	1272	6	12	-1	2	4	3	9	-50
CAT-l1	Unknown aj409363	2180	9500	100	224	316	234	41	42	14	100	98	0	265	300	135	126	126	27	95	88	0	1.317	1.58	1.545	1.587	2.173	1.731	0.703	80	560	322	449	0.397	183	139	275	174	0
SRC-o2	Unknown aj310516	2150	9890	110	390	499	307	42	42	15	100	100	0	375	424	192	126	128	26	100	98	0	1.398	1.534	1.52	1.514	1.666	1.646	0.747	80	648	597	755	0.483	348	249	457	298	0
H27-l3	Chromosome condensation protein	2150	10270	110	91	123	92	42	43	17	88	70	0	184	193	58	126	128	32	70	45	0	0.845	1.209	1.027	1.042	3.176	1.342	0.312	80	656	107	148	-0.243	49	58	81	67	0
FYN-l4	c-fyn	2160	10690	120	889	886	484	41	43	15	99	99	0	612	624	306	123	125	25	100	98	0	1.734	1.687	1.674	1.658	2.057	1.717	0.86	120	820	1337	1346	0.794	848	489	845	501	0
ALAS-o26	NADP-menadione oxidoreductase	2150	11090	110	403	401	97	42	43	14	100	100	0	327	348	89	125	128	26	100	100	0	1.787	1.61	1.606	1.665	1.442	1.6	0.76	80	656	563	582	0.838	361	202	359	223	0
SHT1A1	Complement component C3	2560	7500	120	1737	1686	696	44	44	14	100	100	0	1190	1170	424	130	133	26	100	100	0	1.597	1.579	1.641	1.478	1.693	1.635	0.892	120	820	2753	2682	0.676	1693	1060	1642	1040	0
NPT-1	Neomycin phosphotransferase	2550	7890	110	511	713	539	43	43	14	100	100	0	331	404	206	131	134	27	100	100	0	2.34	2.454	2.459	2.389	1.593	2.814	0.744	80	656	668	943	1.227	468	200	670	273	0
TGF-l1	Translation elongation factor 1-d	2560	8290	110	814	1310	1246	44	44	14	100	100	0	430	576	426	128	130	26	100	97	0	2.55	2.826	2.574	2.748	1.782	3.408	0.656	80	656	1072	1714	1.35	770	302	1266	448	0
H70-g1	HSP-70	2610	8690	120	860	984	645	43	43	14	100	100	0	533	596	329	128	130	28	93	92	0	2.017	2.011	1.981	2.172	1.864	2.065	0.878	120	820	1222	1409	1.012	817	405	941	468	0
G45-l1	40S Ribosomal protein S26	2560	9080	150	47	48	21	44	123	1517	0	0	0	136	138	30	128	238	1980	0	0	0	0.375	0.4	0.69	0.62	4.527	0.578	0.218	156	1272	11	14	-1.415	3	8	4	10	-50
CAT-l1	Unknown aj409363	2550	9490	110	241	337	214	42	43	14	100	100	0	270	296	116	127	129	26	100	96	0	1.392	1.746	1.763	1.711	1.677	1.904	0.706	80	656	342	464	0.477	199	143	295	169	0
SRC-o2	Unknown aj310516	2530	9870	120	298	370	283	41	42	13	96	95	0	299	336	161	126	128	26	94	89	0	1.486	1.567	1.538	1.447	2.012	1.747	0.756	120	820	430	539	0.571	257	173	329	210	0
H27-l3	Chromosome condensation protein	2550	10280	110	91	126	95	41	41	14	88	75	0	189	197	64	126	129	27	76	61	0	0.794	1.197	0.983	1.027	2.83	1.269	0.309	80	656	113	156	-0.333	50	63	85	71	0
FYN-l4	c-fyn	2570	10690	120	908	873	459	42	42	25	99	99	0	595	623	280	123	126	28	99	99	0	1.835	1.662	1.754	1.641	1.815	1.715	0.878	120	820	1338	1331	0.876	866	472	831	500	0
ALAS-o26	NADP-menadione oxidoreductase	2530	11080	120	348	342	126	41	42	14	100	100	0	301	308	96	129	129	27	95	89	0	1.785	1.682	1.648	1.829	1.78	1.622	0.758	120	820	479	480	0.836	307	172	301	179	0
SHT1A1	Complement component C3	2980	7480	130	1800	1626	691	43	44	14	100	99	0	1144	1128	422	130	133	27	100	100	0	1.733	1.586	1.6	1.433	1.832	1.639	0.894	120	930	2771	2581	0.793	1757	1014	1583	998	0
NPT-1	Neomycin phosphotransferase	2970	7910	110	549	746	526	43	45	15	100	100	0	349	409	204	130	134	28	100	100	0	2.311	2.52	2.241	2.49	1.632	2.957	0.672	80	656	725	982	1.208	506	219	703	279	0
TGF-l1	Translation elongation factor 1-d	2930	8270	110	837	1233	1027	45	45	15	100	100	0	448	569	368	131	133	27	100	100	0	2.498	2.712	2.815	2.719	1.655	3.104	0.737	80	656	1109	1626	1.321	792	317	1188	438	0
H70-g1	HSP-70	2960	8690	120	856	978	643	43	44	18	100	99	0	537	608	331	129	131	27	98	97	0	1.993	1.952	1.806	1.948	1.798	2.026	0.88	120	820	1221	1414	0.995	813	408	935	479	0
G45-l1	40S Ribosomal protein S26	2960	9080	150	51	51	20	42	43	15	30	9	0	138	138	30	129	130	27	25	8	0	1	1	0.576	0.663	3.127	0.137	0.021	156	1272	18	18	0	9	9	9	9	-50
CAT-l1	Unknown aj409363	2940	9490	110	260	330	205	43	43	13	100	100	0	283	307	124	127	130	28	97	90	0	1.391	1.594	1.575	1.629	1.742	1.691	0.728	80	656	373	467	0.476	217	156	287	180	0
SRC-o2	Unknown aj310516	2960	9890	120	301	389	296	42	42	15	93	92	0	329	366	173	127	129	26	94	90	0	1.282	1.452	1.358	1.395	2.252	1.646	0.77	120	820	461	586	0.359	259	202	347	239	0
H27-l3	Chromosome condensation protein	2940	10270	110	87	115	81	41	42	14	88	70	0	184	194	58	127	129	27	77	51	0	0.807	1.104	0.885	0.818	3.602	1.093	0.373	80	656	103	141	-0.309	46	57	74	67	0
FYN-l4	c-fyn	2920	10670	110	1092	1100	457	42	45	26	98	98	0	701	755	241	128	129	27	100	100	0	1.832	1.687	1.717	1.565	1.74	1.806	0.877	80	656	1623	1685	0.874	1050	573	1058	627	0
ALAS-o26	NADP-menadione oxidoreductase	2960	11090	110	423	439	105	42	43	15	100	100	0	361	362	79	127	129	26	100	100	0	1.628	1.689	1.69	1.744	1.426	1.708	0.765	80	656	615	632	0.703	381	234	397	235	0
SHT1A1	Complement component C3	3390	7520	120	1910	1756	729	44	44	14	100	99	0	1137	1124	475	132	133	27	100	99	0	1.857	1.726	1.793	1.779	1.656	1.724	0.898	120	820	2871	2704	0.893	1866	1005	1712	992	0
NPT-1	Neomycin phosphotransferase	3380	7900	110	567	750	481	44	44	13	100	100	0	330	386	202	131	133	26	97	95	0	2.628	2.769	3.105	3.017	1.861	3.053	0.63	80	656	722	961	1.394	523	199	706	255	0
TGF-l1	Translation elongation factor 1-d	3370	8290	110	898	1314	1062	44	47	29	100	100	0	450	589	393	131	133	30	100	100	0	2.677	2.773	2.828	2.826	1.561	3.027	0.766	80	656	1173	1728	1.421	854	319	1270	458	0
H70-g1	HSP-70	3370	8690	120	932	1056	713	44	45	16	100	98	0	583	663	374	130	131	27	100	98	0	1.96	1.899	1.895	1.794	1.732	1.974	0.887	120	820	1341	1545	0.971	888	453	1012	533	0
G45-l1	40S Ribosomal protein S26	3360	9080	150	46	48	18	43	44	14	25	8	0	141	143	32	129	131	27	32	10	0	0.25	0.357	0.6	0.522	3.335	0.063	0.008	156	1272	15	19	-2	3	12	5	14	-50
CAT-l1	Unknown aj409363	3330	9480	110	247	345	231	43	44	15	100	100	0	272	316	126	128	130	26	100	95	0	1.417	1.606	1.451	1.524	1.647	1.756	0.753	80	656	348	490	0.503	204	144	302	188	0
SRC-o2	Unknown aj310516	3330	9870	110	416	529	317	43	44	16	100	100	0	388	446	187	128	131	27	100	100	0	1.435	1.528	1.506	1.484	1.519	1.655	0.801	80	656	633	804	0.521	373	260	486	318	0
H27-l3	Chromosome condensation protein	3340	10290	110	88	124	98	42	42	13	88	75	0	191	198	54	129	130	27	73	52	0	0.742	1.188	0.869	0.938	3.661	1.359	0.259	80	656	108	151	-0.431	46	62	82	69	0
FYN-l4	c-fyn	3340	10680	120	932	925	479	42	42	14	100	100	0	608	630	285	128	128	26	100	99	0	1.854	1.759	1.817	1.798	1.577	1.788	0.887	120	820	1370	1385	0.891	890	480	883	502	0
