SHT1A1	Complement component C3	2450	7450	120	2228	2202	734	49	50	17	100	100	0	827	807	286	168	175	49	98	98	0	3.307	3.369	3.35	3.611	1.515	3.281	0.902	120	820	2838	2792	1.725	2179	659	2153	639	0
NPT-1	Neomycin phosphotransferase	2410	7820	120	370	465	354	42	42	14	100	100	0	259	291	129	137	139	29	94	85	0	2.689	2.747	2.593	2.666	1.945	3.22	0.644	120	796	450	577	1.427	328	122	423	154	0
TGF-l1	Translation elongation factor 1-d	2410	8220	120	615	985	1202	42	42	14	98	98	0	341	457	364	135	136	29	98	93	0	2.782	2.929	2.676	2.55	2.305	3.541	0.765	120	796	779	1265	1.476	573	206	943	322	0
H70-g1	HSP-70	2420	8620	120	729	860	532	41	42	14	100	100	0	509	559	277	134	135	29	100	95	0	1.835	1.927	2.07	2.003	1.562	2.001	0.86	120	820	1063	1244	0.876	688	375	819	425	0
G45-l1	40S Ribosomal protein S26	2410	9020	150	46	47	17	41	41	14	22	9	0	143	146	31	133	135	29	28	8	0	0.5	0.462	0.615	0.513	3.603	0.063	0.008	156	1262	15	19	-1	5	10	6	13	-50
CAT-l1	Unknown aj409363	2430	9430	120	170	228	190	42	42	14	99	96	0	227	249	88	136	136	28	93	74	0	1.407	1.646	1.419	1.465	1.98	2.013	0.646	120	820	219	299	0.492	128	91	186	113	0
SRC-o2	Unknown aj310516	2440	9820	120	290	339	213	42	42	14	97	95	0	296	319	121	132	134	28	95	91	0	1.512	1.588	1.491	1.494	2.151	1.709	0.788	120	820	412	484	0.597	248	164	297	187	0
H27-l3	Chromosome condensation protein	2410	10220	130	81	112	119	41	41	15	76	59	0	199	210	61	131	135	53	63	21	0	0.588	0.899	0.661	0.695	3.025	0.614	0.127	120	940	108	150	-0.766	40	68	71	79	0
FYN-l4	c-fyn	2390	10610	120	646	690	369	42	42	14	100	100	0	468	519	240	132	133	27	97	96	0	1.798	1.674	1.781	1.751	1.64	1.684	0.852	120	796	940	1035	0.846	604	336	648	387	0
ALAS-o26	NADP-menadione oxidoreductase	2410	11030	120	285	286	93	41	42	14	100	100	0	266	268	68	134	136	28	95	89	0	1.848	1.828	1.833	1.954	1.702	1.787	0.694	120	810	376	379	0.886	244	132	245	134	0
