SHT1A1	Complement component C3	2490	8100	140	2219	1975	872	47	47	14	99	99	0	1301	1183	491	135	137	27	99	98	0	1.863	1.84	1.895	1.841	2.113	1.875	0.913	156	1140	3338	2976	0.897	2172	1166	1928	1048	0
NPT-1	Neomycin phosphotransferase	2460	8490	120	493	557	249	45	45	13	100	100	0	459	515	211	136	139	27	100	100	0	1.387	1.351	1.383	1.397	1.532	1.357	0.83	120	810	771	891	0.472	448	323	512	379	0
TGF-l1	Translation elongation factor 1-d	2460	8880	130	466	917	975	44	45	14	100	100	0	470	820	786	133	136	26	100	100	0	1.252	1.271	1.25	1.181	1.75	1.284	0.817	120	930	759	1560	0.324	422	337	873	687	0
H70-g1	HSP-70	2480	9290	130	885	1114	687	43	44	14	100	100	0	714	848	429	133	135	25	100	100	0	1.449	1.498	1.469	1.466	1.401	1.569	0.888	120	940	1423	1786	0.535	842	581	1071	715	0
G45-l1	40S Ribosomal protein S26	2460	9680	150	45	49	17	42	43	13	31	12	0	147	148	30	133	134	25	34	10	0	0.214	0.467	0.667	0.537	3.497	0.071	0.012	156	1262	17	22	-2.222	3	14	7	15	-50
CAT-l1	Unknown aj409363	2490	10080	130	116	181	140	41	42	13	95	91	0	279	312	131	132	134	25	98	92	0	0.51	0.778	0.676	0.637	2.231	0.877	0.734	120	940	222	320	-0.971	75	147	140	180	0
SRC-o2	Unknown aj310516	2470	10480	130	243	319	209	41	41	13	99	98	0	360	419	169	134	133	25	100	100	0	0.894	0.975	0.932	0.884	1.609	1.065	0.822	120	940	428	563	-0.162	202	226	278	285	0
H27-l3	Chromosome condensation protein	2470	10880	140	65	99	91	41	42	13	65	44	0	197	215	68	132	134	26	84	58	0	0.369	0.699	0.56	0.445	3.964	0.974	0.423	156	1130	89	141	-1.437	24	65	58	83	0
FYN-l4	c-fyn	2490	11290	130	494	525	227	41	42	14	100	100	0	686	766	305	132	134	25	100	100	0	0.818	0.763	0.752	0.754	1.35	0.749	0.909	120	940	1007	1118	-0.29	453	554	484	634	0
ALAS-o26	NADP-menadione oxidoreductase	2490	11700	130	211	219	70	42	42	14	100	100	0	348	350	78	133	134	26	100	99	0	0.786	0.816	0.82	0.812	1.534	0.806	0.745	120	930	384	394	-0.347	169	215	177	217	0
SHT1A1	Complement component C3	2870	8090	140	2226	2102	1135	46	46	14	100	100	0	1337	1243	552	137	138	26	99	96	0	1.817	1.859	1.921	2.018	1.85	2.064	0.773	156	1140	3380	3162	0.861	2180	1200	2056	1106	0
NPT-1	Neomycin phosphotransferase	2850	8460	120	519	568	249	45	45	14	100	100	0	455	526	208	136	137	26	100	100	0	1.486	1.341	1.375	1.354	1.437	1.348	0.858	120	820	793	913	0.571	474	319	523	390	0
TGF-l1	Translation elongation factor 1-d	2860	8870	130	536	1132	1367	44	44	14	100	100	0	515	933	969	136	137	26	100	99	0	1.298	1.365	1.257	1.324	1.677	1.456	0.785	120	940	871	1885	0.376	492	379	1088	797	0
H70-g1	HSP-70	2840	9260	130	865	1099	629	43	44	14	100	100	0	716	849	405	132	134	25	100	100	0	1.408	1.473	1.384	1.426	1.386	1.529	0.906	120	940	1406	1773	0.493	822	584	1056	717	0
G45-l1	40S Ribosomal protein S26	2860	9680	150	46	51	22	41	43	13	28	14	0	138	141	29	132	134	25	24	10	0	0.833	1.111	0.383	0.413	3.978	0.059	0.004	156	1272	11	19	-0.263	5	6	10	9	-50
CAT-l1	Unknown aj409363	2880	10090	130	127	187	143	42	43	13	97	95	0	267	315	127	132	134	26	100	91	0	0.63	0.792	0.694	0.683	1.901	0.911	0.691	120	940	220	328	-0.667	85	135	145	183	0
SRC-o2	Unknown aj310516	2860	10470	140	197	269	201	41	42	14	95	93	0	319	383	183	131	133	26	96	93	0	0.83	0.905	0.839	0.791	2.086	0.988	0.828	156	1140	344	480	-0.269	156	188	228	252	0
H27-l3	Chromosome condensation protein	2900	10890	140	66	101	98	41	42	13	66	46	0	198	214	73	131	133	26	82	57	0	0.373	0.723	0.536	0.541	3.35	1.018	0.416	156	1140	92	143	-1.422	25	67	60	83	0
FYN-l4	c-fyn	2870	11290	130	494	526	231	41	42	13	100	100	0	719	773	319	133	134	26	100	100	0	0.773	0.758	0.778	0.754	1.384	0.74	0.903	120	940	1039	1125	-0.371	453	586	485	640	0
ALAS-o26	NADP-menadione oxidoreductase	2840	11670	130	198	209	71	41	42	13	100	99	0	332	336	83	133	135	26	100	98	0	0.789	0.828	0.847	0.826	1.626	0.803	0.747	120	940	356	371	-0.342	157	199	168	203	0
SHT1A1	Complement component C3	3270	8090	140	2229	2041	778	46	47	15	100	100	0	1287	1176	498	135	137	27	96	95	0	1.895	1.916	1.86	2.089	1.786	1.889	0.912	156	1140	3335	3036	0.922	2183	1152	1995	1041	0
