SHT1A1	Complement component C3	2420	8120	130	876	841	244	42	44	10	100	100	0	1743	1746	450	127	127	21	100	100	0	0.516	0.494	0.512	0.484	1.299	0.489	0.92	120	930	2450	2418	-0.954	834	1616	799	1619	0
NPT-1	Neomycin phosphotransferase	2420	8510	150	83	83	30	41	42	10	85	70	0	184	190	35	121	122	20	94	80	0	0.667	0.609	0.613	0.542	2.357	0.505	0.388	156	1262	105	111	-0.585	42	63	42	69	0
TGF-l1	Translation elongation factor 1-d	2430	8920	130	225	335	544	42	43	10	98	97	0	425	572	574	121	121	20	100	100	0	0.602	0.65	0.602	0.515	1.815	0.838	0.711	120	940	487	744	-0.732	183	304	293	451	0
H70-g1	HSP-70	2440	9330	130	447	488	255	41	42	10	100	100	0	674	716	292	120	120	20	100	100	0	0.733	0.75	0.785	0.73	1.324	0.773	0.919	120	940	960	1043	-0.448	406	554	447	596	0
G45-l1	40S Ribosomal protein S26	2430	9710	150	41	43	13	41	42	10	16	5	0	129	131	27	118	119	19	39	10	0	0	0.154	0.37	0.407	3.512	0.05	0.006	156	1272	11	15	Error	0	11	2	13	-50
CAT-l1	Unknown aj409363	2460	10110	120	111	140	108	40	42	10	92	88	0	226	253	103	119	119	19	100	96	0	0.664	0.746	0.724	0.621	2.282	0.85	0.672	120	820	178	234	-0.592	71	107	100	134	0
SRC-o2	Unknown aj310516	2440	10500	130	197	222	120	40	41	9	97	97	0	337	365	134	118	119	20	100	99	0	0.717	0.737	0.722	0.701	1.525	0.752	0.812	120	940	376	429	-0.48	157	219	182	247	0
H27-l3	Chromosome condensation protein	2430	10920	140	53	58	28	40	41	9	64	37	0	179	188	49	119	119	19	91	72	0	0.217	0.261	0.256	0.262	2.98	0.188	0.143	156	1130	73	87	-2.206	13	60	18	69	0
FYN-l4	c-fyn	2430	11320	130	388	383	167	40	41	10	100	100	0	500	497	147	119	121	21	100	99	0	0.913	0.907	0.905	0.862	1.415	0.944	0.896	120	930	729	721	-0.131	348	381	343	378	0
ALAS-o26	NADP-menadione oxidoreductase	2440	11730	130	173	183	114	41	42	10	100	99	0	266	268	56	120	122	20	99	99	0	0.904	0.959	0.897	0.894	1.702	1.265	0.536	120	940	278	290	-0.145	132	146	142	148	0
SHT1A1	Complement component C3	2820	8110	130	833	834	282	42	44	11	100	100	0	1746	1717	505	130	139	59	100	100	0	0.489	0.499	0.501	0.485	1.335	0.497	0.921	120	940	2407	2379	-1.031	791	1616	792	1587	0
NPT-1	Neomycin phosphotransferase	2820	8500	150	83	88	37	42	43	10	84	74	0	189	193	37	122	123	20	95	82	0	0.612	0.648	0.61	0.573	2.413	0.609	0.417	156	1272	108	117	-0.709	41	67	46	71	0
